Date Time,Consumption [kW],Generator [kW],Heater [KW],Office [kW],AC [kW],Motor pump [kW],Solar [kW],temperature
1574274849,0.454978253,0.0035672,0.068339325,0.044978,0.005254817,0.032806667,0.003574134,36.30627
1574274850,0.497383959,0.00358435,0.110589825,0.0448748,0.005614267,0.032823933,0.003591316,36.30627
1574274851,0.484674672,0.0035672,0.11696175,0.0449264,0.005220583,0.0328412,0.003574134,36.30627
1574274852,0.458918842,0.0035329,0.1536819,0.0448748,0.00518635,0.0329966,0.003539766,36.30627
1574274853,0.815311372,0.00355005,0.508294125,0.0450468,0.004912483,0.032962067,0.00355695,36.30627
1574274854,0.761190404,0.00355005,0.45579015,0.0449608,0.004963833,0.0329966,0.00355695,36.30627
1574274855,0.631346227,0.0035329,0.3246075,0.0449608,0.00549445,0.032979333,0.003539766,36.30627
1574274856,0.32571984,0.0034986,0.021417225,0.0447544,0.005271933,0.033031133,0.0035054,36.30627
1574274857,0.323802796,0.0034986,0.021417225,0.0447544,0.005306167,0.0329448,0.0035054,36.30627
1574274858,0.323323536,0.00351575,0.0213657,0.0447544,0.00528905,0.033065667,0.003522584,36.30627
1574274859,0.32307503,0.0035329,0.021382875,0.0447716,0.005306167,0.033013867,0.003539766,36.30627
1574274860,0.323856048,0.00351575,0.02133135,0.0447372,0.005682733,0.0329966,0.003522584,36.30627
1574274861,0.324637066,0.00348145,0.021348525,0.0447716,0.005306167,0.033065667,0.003488216,36.30627
1574274862,0.407868692,0.0035329,0.104715975,0.044806,0.0052377,0.032910267,0.003539766,36.30627
1574274863,0.502105565,0.00351575,0.093861375,0.0447716,0.00528905,0.0329448,0.003522584,36.30627
1574274864,0.786928483,0.00351575,0.100937475,0.0446684,0.169129783,0.032875733,0.003522584,36.30627
1574274865,1.698500275,0.00351575,0.4329474,0.0444792,0.1748981,0.032772133,0.003522584,36.30627
1574274866,1.723386336,0.0035329,0.50333055,0.0445824,0.09453535,0.032754867,0.003539766,36.30627
1574274867,1.462331203,0.00351575,0.45757635,0.0445824,0.01104025,0.032720333,0.003522584,36.30627
1574274868,1.333090541,0.0035329,0.39196785,0.0445652,0.005528683,0.0327376,0.003539766,36.30627
1574274869,0.34524528,0.0035329,0.02167485,0.0447888,0.00528905,0.0332038,0.003539766,36.30627
1574274870,0.325222829,0.00355005,0.021588975,0.0449436,0.00569985,0.0331002,0.00355695,36.30627
1574274871,0.325382583,0.0034986,0.02160615,0.044806,0.005271933,0.033272867,0.0035054,36.30627
1574274872,0.324264308,0.00355005,0.021588975,0.044806,0.00528905,0.033152,0.00355695,36.30627
1574274873,0.324761318,0.0035329,0.02160615,0.0448232,0.005271933,0.033238333,0.003539766,36.30627
1574274874,0.324725818,0.00351575,0.021588975,0.044892,0.005271933,0.033117467,0.003522584,36.30627
1574274875,0.398230224,0.00355005,0.091766025,0.0448404,0.005631383,0.033134733,0.00355695,36.30627
1574274876,0.371356118,0.0035329,0.066209625,0.044892,0.0052377,0.033117467,0.003539766,36.30627
1574274877,0.429843686,0.00355005,0.124913775,0.0448748,0.005203467,0.033186533,0.00355695,36.30627
1574274878,0.620305478,0.00355005,0.315212775,0.0451328,0.005066533,0.0331002,0.00355695,36.30627
1574274879,0.817885181,0.00355005,0.5112654,0.0450812,0.004895367,0.033134733,0.00355695,36.30627
1574274880,0.771024125,0.00358435,0.463776525,0.044978,0.005357517,0.0329966,0.003591316,36.30627
1574274881,0.703750108,0.00351575,0.396107025,0.0449436,0.00498095,0.0330484,0.003522584,36.30627
1574274882,0.366386007,0.00355005,0.021588975,0.0447888,0.009157417,0.033065667,0.00355695,36.30627
1574274883,0.510909764,0.00355005,0.02188095,0.0447372,0.0053404,0.033065667,0.00355695,36.30627
1574274884,0.837428371,0.00351575,0.02243055,0.0445824,0.00549445,0.032927533,0.003522584,36.30627
1574274885,1.140285696,0.00351575,0.0229458,0.04429,0.006025067,0.032979333,0.003522584,36.30627
1574274886,1.094028153,0.0035329,0.022859925,0.0443244,0.005580033,0.0328412,0.003539766,36.30627
1574274887,0.979520324,0.00348145,0.022671,0.0443244,0.005528683,0.032927533,0.003488216,36.30627
1574274888,0.683212896,0.00351575,0.0221901,0.0446856,0.005425983,0.0330484,0.003522584,36.30627
1574274889,0.325506835,0.00355005,0.0215718,0.0447888,0.005271933,0.0329966,0.00355695,36.30627
1574274890,0.406892419,0.0035329,0.10164165,0.0448232,0.005631383,0.033031133,0.003539766,36.07098
1574274891,0.370770355,0.00351575,0.065660025,0.0448232,0.0052377,0.033082933,0.003522584,36.07098
1574274892,0.43222224,0.00355005,0.12712935,0.0448404,0.005203467,0.0331002,0.00355695,36.07098
1574274893,0.691218327,0.0035329,0.38544135,0.0454424,0.004998067,0.032927533,0.003539766,36.07098
1574274894,0.816802406,0.0035672,0.5116089,0.0452016,0.004895367,0.0329966,0.003574134,36.07098
1574274895,0.839540668,0.0035672,0.50745255,0.0450812,0.024151617,0.033031133,0.003574134,36.07098
1574274896,0.945830064,0.00355005,0.457902675,0.0449092,0.145149333,0.033117467,0.00355695,36.07098
1574274897,0.792484358,0.00355005,0.318029475,0.0449952,0.1364883,0.032962067,0.00355695,36.07098
1574274898,0.490727559,0.00351575,0.02146875,0.0446856,0.134400067,0.0329966,0.003522584,36.07098
1574274899,0.48946728,0.00351575,0.021451575,0.0447716,0.133082083,0.032858467,0.003522584,36.07098
1574274900,0.526246109,0.00355005,0.021554625,0.04472,0.132260483,0.033031133,0.00355695,36.07098
1574274901,0.672686909,0.0035329,0.021863775,0.0447716,0.131541583,0.033013867,0.003539766,36.07098
1574274902,0.976857764,0.0035329,0.02236185,0.0444104,0.131010967,0.0329448,0.003539766,36.07098
1574274903,1.289300304,0.00351575,0.02291145,0.04429,0.130514583,0.032823933,0.003522584,36.07098
1574274904,1.278951821,0.0034986,0.02291145,0.0442212,0.130035317,0.032927533,0.0035054,36.07098
1574274905,1.361881689,0.00351575,0.10198515,0.0442212,0.129402,0.032893,0.003522584,36.07098
1574274906,1.321109021,0.00351575,0.066415725,0.044204,0.129008317,0.032893,0.003522584,36.07098
1574274907,1.371520156,0.00351575,0.117906375,0.04429,0.128546167,0.032806667,0.003522584,36.07098
1574274908,1.371892915,0.0034986,0.119383425,0.0442212,0.128135367,0.032858467,0.0035054,36.07098
1574274909,1.401607084,0.0034986,0.146897775,0.0442212,0.127775917,0.032703067,0.0035054,36.07098
1574274910,1.760697677,0.00351575,0.510114675,0.0445136,0.127313767,0.0326858,0.003522584,36.07098
1574274911,1.753828272,0.00351575,0.505168275,0.0444964,0.126920083,0.0326858,0.003522584,36.07098
1574274912,1.746266602,0.00351575,0.503141625,0.0445136,0.126766033,0.0327376,0.003522584,36.07098
1574274913,1.743391037,0.00351575,0.5017161,0.0444792,0.1264237,0.032806667,0.003522584,36.07098
1574274914,1.739929709,0.0034986,0.50071995,0.0444964,0.126184067,0.032668533,0.0035054,36.07098
1574274915,1.736521632,0.00351575,0.499534875,0.0445136,0.125893083,0.032547667,0.003522584,36.07098
1574274916,1.73290055,0.00351575,0.4985559,0.0444448,0.1256021,0.032668533,0.003522584,36.07098
1574274917,1.728516201,0.00351575,0.498075,0.044548,0.125465167,0.032668533,0.003522584,36.07098
1574274918,1.72354609,0.00351575,0.498023475,0.0445136,0.125259767,0.032564933,0.003522584,36.07098
1574274919,1.72221481,0.00351575,0.497302125,0.0445996,0.125105717,0.0325822,0.003522584,36.07098
1574274920,1.719072989,0.0035672,0.496958625,0.044548,0.124900317,0.0327376,0.003574134,36.07098
1574274921,1.720865779,0.0035329,0.49680405,0.0445136,0.124694917,0.0326858,0.003539766,36.07098
1574274922,1.720209014,0.0035329,0.4961514,0.0445136,0.124609333,0.032720333,0.003539766,36.07098
1574274923,1.608434745,0.00355005,0.496615125,0.0445996,0.040652083,0.032668533,0.00355695,36.07098
1574274924,1.561520438,0.00351575,0.496305975,0.04472,0.0052377,0.032599467,0.003522584,36.07098
1574274925,1.496500723,0.00351575,0.49591095,0.0445996,0.005203467,0.032634,0.003522584,36.07098
1574274926,1.447882377,0.00351575,0.495515925,0.0446168,0.00518635,0.0327376,0.003522584,36.07098
1574274927,0.904152125,0.00355005,0.499363125,0.0449608,0.004963833,0.0328412,0.00355695,36.07098
1574274928,0.804856388,0.00355005,0.4999986,0.0450812,0.004912483,0.032910267,0.00355695,36.07098
1574274929,0.805690656,0.0035329,0.49920855,0.044978,0.004912483,0.032823933,0.003539766,36.07098
1574274930,0.804164122,0.0035329,0.4990368,0.044978,0.005323283,0.0327894,0.003539766,36.07098
1574274931,0.941427965,0.0035329,0.49962075,0.0450468,0.00487825,0.181213667,0.003539766,36.07098
1574274932,0.81028801,0.00355005,0.49886505,0.0449952,0.0049296,0.0399896,0.00355695,36.07098
1574274933,0.975544233,0.0035329,0.499019625,0.0449264,0.00498095,0.032858467,0.003539766,36.07098
1574274934,1.279519834,0.00355005,0.496649475,0.0447544,0.005135,0.0327376,0.00355695,36.07098
1574274935,1.596524227,0.0035329,0.494244975,0.0445652,0.0056485,0.0327376,0.003539766,36.07098
1574274936,1.569827625,0.00351575,0.4934034,0.0445824,0.005254817,0.032754867,0.003522584,36.07098
1574274937,1.590613344,0.00355005,0.49330035,0.0445996,0.005254817,0.032668533,0.00355695,36.07098
1574274938,1.544515556,0.0035329,0.493386225,0.044892,0.005220583,0.0325822,0.003539766,36.07098
1574274939,1.541125228,0.00351575,0.493729725,0.0445996,0.0052377,0.032754867,0.003522584,36.07098
1574274940,1.587578026,0.0035329,0.4938156,0.04472,0.0056485,0.0327376,0.003539766,36.07098
1574274941,1.539296938,0.0035329,0.493832775,0.0445996,0.005220583,0.032754867,0.003539766,36.07098
1574274942,1.549538918,0.00351575,0.493626675,0.0447028,0.005220583,0.032634,0.003522584,36.07098
1574274943,1.550745946,0.00351575,0.493351875,0.0446168,0.0052377,0.032668533,0.003522584,36.07098
1574274944,1.444722807,0.00351575,0.49357515,0.0446512,0.005203467,0.0327376,0.003522584,36.07098
1574274945,1.405600924,0.00351575,0.493077075,0.0446512,0.005580033,0.032754867,0.003522584,36.07098
1574274946,0.847244343,0.0035329,0.497783025,0.0450296,0.004912483,0.032927533,0.003539766,36.07098
1574274947,0.964166227,0.0035329,0.49714755,0.044978,0.00498095,0.032858467,0.003539766,36.07098
1574274948,1.465082515,0.0035329,0.502248525,0.0446856,0.005169233,0.032651267,0.003539766,35.79477
1574274949,1.547515372,0.00351575,0.491874825,0.0445652,0.0052377,0.0327894,0.003522584,35.79477
1574274950,1.547142614,0.00355005,0.492080925,0.044634,0.005631383,0.0327894,0.00355695,35.79477
1574274951,1.541213981,0.00351575,0.473016675,0.0445824,0.005254817,0.032806667,0.003522584,35.79477
1574274952,1.48790953,0.0035329,0.443681775,0.0445652,0.005271933,0.0327894,0.003539766,35.79477
1574274953,1.182229891,0.00351575,0.17439495,0.0443932,0.005460217,0.0327894,0.003522584,35.79477
1574274954,0.971958653,0.0034986,0.0223275,0.044376,0.0055458,0.032927533,0.0035054,35.79477
1574274955,0.551078918,0.00351575,0.021623325,0.0446168,0.005785433,0.032962067,0.003522584,35.79477
1574274956,0.325045325,0.0035329,0.021176775,0.0448576,0.005306167,0.0329966,0.003539766,35.79477
1574274957,0.323305786,0.00351575,0.0211596,0.0447544,0.005306167,0.032910267,0.003522584,35.79477
1574274958,0.32259577,0.0035329,0.02112525,0.0447888,0.00528905,0.032893,0.003539766,35.79477
1574274959,0.365871244,0.0035329,0.06248265,0.0447716,0.005271933,0.032910267,0.003539766,35.79477
1574274960,0.39049105,0.0035329,0.087437925,0.0448576,0.005665617,0.032962067,0.003539766,35.79477
1574274961,0.534979306,0.00358435,0.12074025,0.0452016,0.005203467,0.032668533,0.003591316,35.79477
1574274962,0.632961514,0.0035672,0.2358471,0.044892,0.005100767,0.032823933,0.003574134,35.79477
1574274963,1.000128538,0.0035672,0.507229275,0.0450124,0.0049296,0.032772133,0.003574134,35.79477
1574274964,1.054764269,0.00355005,0.468035925,0.0448576,0.00498095,0.0327376,0.00355695,35.79477
1574274965,1.597322995,0.0035672,0.442376475,0.0444964,0.005254817,0.032599467,0.003574134,35.79477
1574274966,1.220943514,0.00355005,0.04152915,0.04429,0.005562917,0.032772133,0.00355695,35.79477
1574274967,1.15558654,0.0035672,0.022482075,0.0442728,0.005562917,0.032823933,0.003574134,35.79477
1574274968,1.114334611,0.00351575,0.022413375,0.0443072,0.0055458,0.0326858,0.003522584,35.79477
1574274969,1.058722608,0.00355005,0.02229315,0.0445996,0.0055458,0.032599467,0.00355695,35.79477
1574274970,0.617820422,0.00355005,0.02153745,0.0450124,0.005357517,0.032651267,0.00355695,35.79477
1574274971,0.501324548,0.00358435,0.114093525,0.044892,0.005203467,0.0327894,0.003591316,35.79477
1574274972,0.663687456,0.0035672,0.113234775,0.04472,0.13356135,0.0327894,0.003574134,35.79477
1574274973,0.654297494,0.00355005,0.092727825,0.0446856,0.14362595,0.032806667,0.00355695,35.79477
1574274974,0.985874966,0.00351575,0.494141925,0.0449436,0.140818817,0.032927533,0.003522584,35.79477
1574274975,0.98651398,0.0035329,0.505236975,0.0449608,0.139689117,0.032910267,0.003539766,35.79477
1574274976,1.099726032,0.0034986,0.4674348,0.0448232,0.138816167,0.032875733,0.0035054,35.79477
1574274977,1.417245188,0.00351575,0.4429776,0.0445824,0.138645,0.0327894,0.003522584,35.79477
1574274978,1.258041849,0.0035329,0.040756275,0.0441868,0.137943217,0.032806667,0.003539766,35.79477
1574274979,1.236528364,0.0034986,0.02243055,0.0441524,0.137429717,0.0328412,0.0035054,35.79477
1574274980,1.228043674,0.0034986,0.02243055,0.0441696,0.136197317,0.0327894,0.0035054,35.79477
1574274981,1.13334529,0.00348145,0.0222588,0.044204,0.13212355,0.032806667,0.003488216,35.79477
1574274982,0.920890752,0.0034986,0.02188095,0.0443416,0.1303263,0.032754867,0.0035054,35.79477
1574274983,0.552960461,0.0034986,0.0904092,0.0448232,0.129384883,0.032927533,0.0035054,35.79477
1574274984,0.527719392,0.0034986,0.066140925,0.0447028,0.1288885,0.033013867,0.0035054,35.79477
1574274985,0.580988343,0.0034986,0.11648085,0.0448576,0.129025433,0.032858467,0.0035054,35.79477
1574274986,0.57557447,0.0035329,0.111448575,0.0446856,0.128289417,0.032927533,0.003539766,35.79477
1574274987,0.553173466,0.0035329,0.09147405,0.0447544,0.1277588,0.032910267,0.003539766,35.79477
1574274988,0.920873002,0.00351575,0.460169775,0.0448748,0.127005667,0.032858467,0.003522584,35.79477
1574274989,0.973023677,0.00348145,0.45826335,0.0448232,0.1266291,0.0327894,0.003488216,35.79477
1574274990,0.708560467,0.0035329,0.107189175,0.0446512,0.127057017,0.0329966,0.003539766,35.79477
1574274991,1.180987363,0.0034986,0.0223962,0.0442212,0.1266291,0.032858467,0.0035054,35.79477
1574274992,1.223055811,0.0034986,0.02243055,0.0441524,0.126149833,0.032858467,0.0035054,35.79477
1574274993,1.219505731,0.00348145,0.022447725,0.0442384,0.125773267,0.032858467,0.003488216,35.79477
1574274994,1.21190856,0.0034986,0.022379025,0.0441868,0.125465167,0.032893,0.0035054,35.79477
1574274995,1.211535802,0.00348145,0.1068972,0.0442384,0.12555075,0.032823933,0.003488216,35.79477
1574274996,0.986070221,0.00348145,0.092968275,0.0443416,0.125003017,0.032893,0.003488216,35.79477
1574274997,0.557824071,0.00351575,0.101109225,0.04472,0.12452375,0.0329966,0.003522584,35.79477
1574274998,0.842380733,0.0035329,0.454845525,0.0449436,0.069955817,0.0329966,0.003539766,35.79477
1574274999,0.812577812,0.0035329,0.509015475,0.0450468,0.004895367,0.0329966,0.003539766,35.79477
1574275000,0.80897448,0.0035329,0.505374375,0.0450124,0.005306167,0.032927533,0.003539766,35.79477
1574275001,0.759859124,0.00351575,0.45627105,0.0449264,0.004946717,0.032979333,0.003522584,35.79477
1574275002,0.626429366,0.0034986,0.3248823,0.0451844,0.005066533,0.032823933,0.0035054,35.79477
1574275003,0.323394538,0.00351575,0.0212283,0.0447372,0.005306167,0.033117467,0.003522584,35.79477
1574275004,0.433234012,0.00351575,0.021382875,0.0446512,0.005323283,0.0331002,0.003522584,35.79477
1574275005,0.628009152,0.00351575,0.021760725,0.0445996,0.005819667,0.0331002,0.003522584,35.79477
1574275006,1.148788138,0.0034986,0.091628625,0.0442728,0.0055458,0.032979333,0.0035054,35.86638
1574275007,1.116535661,0.00351575,0.06667335,0.0442728,0.0055458,0.032979333,0.003522584,35.86638
1574275008,1.162757703,0.00351575,0.117185025,0.04429,0.005528683,0.032962067,0.003522584,35.86638
1574275009,1.120138992,0.0035329,0.112376025,0.04429,0.00549445,0.033013867,0.003539766,35.86638
1574275010,1.052527719,0.00348145,0.09896235,0.0443244,0.00590525,0.033013867,0.003488216,35.86638
1574275011,1.013370336,0.0035329,0.50140695,0.0449264,0.004998067,0.0331002,0.003539766,35.86638
1574275012,0.792377856,0.0035329,0.48931575,0.045236,0.0049296,0.033031133,0.003539766,35.86638
1574275013,0.761847168,0.0035329,0.457318725,0.0451844,0.00498095,0.032979333,0.003539766,35.86638
1574275014,0.481674855,0.0034986,0.179186775,0.044806,0.005169233,0.033082933,0.0035054,35.86638
1574275015,0.325329332,0.0035329,0.02126265,0.04472,0.00569985,0.033134733,0.003539766,35.86638
1574275016,0.323873798,0.00348145,0.021245475,0.0447028,0.005306167,0.033117467,0.003488216,35.86638
1574275017,0.323447789,0.0035329,0.021314175,0.0447372,0.005323283,0.033169267,0.003539766,35.86638
1574275018,0.322453767,0.0034986,0.021297,0.044806,0.00528905,0.033134733,0.0035054,35.86638
1574275019,0.413779575,0.0035329,0.110692875,0.04472,0.005220583,0.033117467,0.003539766,35.86638
1574275020,0.534553296,0.00351575,0.230471325,0.044892,0.0055458,0.033065667,0.003522584,35.86638
1574275021,0.817157415,0.0035329,0.510801675,0.0449952,0.004912483,0.0330484,0.003539766,35.86638
1574275022,0.812293805,0.0035329,0.5077617,0.0450296,0.0049296,0.033031133,0.003539766,35.86638
1574275023,0.810891523,0.00355005,0.5064564,0.044978,0.004912483,0.032962067,0.00355695,35.86638
1574275024,0.823015047,0.0035329,0.505202625,0.0449092,0.0049296,0.032927533,0.003539766,35.86638
1574275025,0.816589401,0.0034986,0.504258,0.0449092,0.0053404,0.032927533,0.0035054,35.86638
1574275026,0.790230057,0.0034986,0.48409455,0.0448576,0.004912483,0.032910267,0.0035054,35.86638
1574275027,0.759024854,0.00351575,0.45448485,0.0447716,0.004963833,0.032858467,0.003522584,35.86638
1574275028,0.48059208,0.00351575,0.1781391,0.0446684,0.005169233,0.032962067,0.003522584,35.86638
1574275029,0.322720023,0.00351575,0.02133135,0.0445824,0.00528905,0.0329448,0.003522584,35.86638
1574275030,0.323998052,0.0035329,0.021314175,0.0445996,0.005716967,0.032979333,0.003539766,35.86638
1574275031,0.324335308,0.0034986,0.02133135,0.044634,0.005306167,0.032910267,0.0035054,35.86638
1574275032,0.403963603,0.0035329,0.100697025,0.0446168,0.0052377,0.032893,0.003539766,35.86638
1574275033,0.365906746,0.00351575,0.064286025,0.044634,0.005271933,0.0327376,0.003522584,35.86638
1574275034,0.430216445,0.0035329,0.12644235,0.0445824,0.005203467,0.032754867,0.003539766,35.86638
1574275035,0.675597974,0.0034986,0.36812895,0.0447544,0.0054431,0.032668533,0.0035054,35.86638
1574275036,0.814672358,0.0035329,0.507469725,0.044806,0.004912483,0.0326858,0.003539766,35.86638
1574275037,0.810430013,0.0035329,0.505546125,0.0449092,0.004912483,0.032513133,0.003539766,35.86638
1574275038,0.773171924,0.00351575,0.4688775,0.04472,0.0049296,0.032564933,0.003522584,35.86638
1574275039,0.752332954,0.0035329,0.448181625,0.0447372,0.004963833,0.032461333,0.003539766,35.86638
1574275040,0.344144755,0.00351575,0.0412887,0.0444792,0.00569985,0.0325304,0.003522584,35.86638
1574275041,0.324140054,0.00351575,0.02140005,0.0444276,0.00528905,0.032461333,0.003522584,35.86638
1574275042,0.321424243,0.0035329,0.021279825,0.0443244,0.005323283,0.032254133,0.003539766,35.86638
1574275043,0.321459744,0.00351575,0.021279825,0.044204,0.00528905,0.0321678,0.003522584,35.86638
1574275044,0.407744438,0.0035329,0.1076529,0.0441524,0.0052377,0.032081467,0.003539766,35.86638
1574275045,0.393987878,0.00351575,0.091456875,0.0440664,0.0056485,0.0320642,0.003522584,35.86638
1574275046,0.404158857,0.00351575,0.1022256,0.0439976,0.0052377,0.031977867,0.003522584,35.86638
1574275047,0.740457936,0.00351575,0.439250625,0.0441524,0.004963833,0.0319088,0.003522584,35.86638
1574275048,0.809595744,0.00351575,0.508294125,0.0441868,0.004912483,0.031874267,0.003522584,35.86638
1574275049,0.925008844,0.0035329,0.5033649,0.0440664,0.098301017,0.031839733,0.003539766,35.86638
1574275050,0.930972979,0.0034986,0.4545192,0.0439632,0.1403909,0.031874267,0.0035054,35.86638
1574275051,0.788792275,0.00351575,0.320056125,0.0439116,0.134759517,0.031926067,0.003522584,35.86638
1574275052,0.484088908,0.00351575,0.021245475,0.0437568,0.133013617,0.031977867,0.003522584,35.86638
1574275053,0.481852358,0.0034986,0.021279825,0.0438428,0.1317641,0.031977867,0.0035054,35.86638
1574275054,0.480219322,0.00355005,0.021279825,0.0438772,0.131010967,0.031926067,0.00355695,35.86638
1574275055,0.482739879,0.0034986,0.02126265,0.043774,0.13078845,0.0320124,0.0035054,35.86638
1574275056,0.567001027,0.00351575,0.10727505,0.044032,0.129829917,0.031787933,0.003522584,35.86638
1574275057,0.550493155,0.0034986,0.091559925,0.0437396,0.1291966,0.0319606,0.0035054,35.86638
1574275058,0.548238855,0.00351575,0.090392025,0.0437568,0.128614633,0.031995133,0.003522584,35.86638
1574275059,0.578840544,0.0035329,0.1207059,0.0437396,0.128049783,0.031926067,0.003539766,35.86638
1574275060,0.677124508,0.0034986,0.220612875,0.0439804,0.12750205,0.031787933,0.0035054,35.86638
1574275061,0.970662874,0.0035329,0.510836025,0.0439976,0.126817383,0.031839733,0.003539766,35.86638
1574275062,0.96429048,0.00351575,0.50710905,0.044032,0.126389467,0.0317534,0.003522584,35.86638
1574275063,0.963456211,0.0035329,0.50566635,0.0439804,0.126149833,0.031839733,0.003539766,35.86638
1574275064,0.915849638,0.00351575,0.46073655,0.043946,0.125875967,0.0319088,0.003522584,35.63109
1574275065,0.846942585,0.0034986,0.389030925,0.0438772,0.125584983,0.031943333,0.0035054,35.63109
1574275066,0.475355712,0.0034986,0.021297,0.0438256,0.1254994,0.031857,0.0035054,35.63109
1574275067,0.474468192,0.00351575,0.021245475,0.0436708,0.12534535,0.031977867,0.003522584,35.63109
1574275068,0.473527421,0.0035329,0.0212283,0.0436364,0.124968783,0.031926067,0.003539766,35.63109
1574275069,0.54312674,0.00351575,0.090357675,0.0436536,0.124592217,0.031857,0.003522584,35.63109
1574275070,0.519554208,0.00351575,0.06694815,0.0436708,0.124301233,0.031857,0.003522584,35.63109
1574275071,0.420737731,0.00348145,0.11428245,0.0437396,0.010663683,0.031787933,0.003488216,35.63109
1574275072,0.317572406,0.00351575,0.0211596,0.0437912,0.005271933,0.031839733,0.003522584,35.63109
1574275073,0.318371174,0.00355005,0.021245475,0.0437224,0.005271933,0.031977867,0.00355695,35.63109
1574275074,0.317554656,0.00351575,0.021211125,0.0437568,0.005271933,0.031926067,0.003522584,35.63109
1574275075,0.320891731,0.0034986,0.0212283,0.0437568,0.005665617,0.031943333,0.0035054,35.63109
1574275076,0.320447971,0.00351575,0.02126265,0.0437568,0.005271933,0.031977867,0.003522584,35.63109
1574275077,0.319116691,0.0034986,0.021245475,0.0437396,0.00528905,0.031977867,0.0035054,35.63109
1574275078,0.315886118,0.00351575,0.021176775,0.0438256,0.005254817,0.031770667,0.003522584,35.63109
1574275079,0.316578384,0.0035329,0.02112525,0.0437912,0.005271933,0.031787933,0.003539766,35.63109
1574275080,0.317164147,0.0034986,0.0210909,0.0436364,0.0056485,0.031822467,0.0035054,35.63109
1574275081,0.395869421,0.0035672,0.0211596,0.0436708,0.005254817,0.031684333,0.003574134,35.63109
1574275082,0.411241267,0.0035672,0.021245475,0.0438084,0.005271933,0.031598,0.003574134,35.63109
1574275083,0.415181856,0.00358435,0.02126265,0.0437912,0.005271933,0.0317016,0.003591316,35.63109
1574275084,0.415554614,0.0036015,0.0212283,0.0438084,0.005254817,0.031667067,0.0036085,35.63109
1574275085,0.415270608,0.0035672,0.0210909,0.0436364,0.005665617,0.031580733,0.003574134,35.63109
1574275086,0.410886259,0.00355005,0.021211125,0.0437224,0.005254817,0.031667067,0.00355695,35.63109
1574275087,0.409040218,0.00358435,0.021279825,0.0436708,0.005271933,0.0317534,0.003591316,35.63109
1574275088,0.405987149,0.00358435,0.021348525,0.0437052,0.005271933,0.031718867,0.003591316,35.63109
1574275089,0.402667824,0.0035672,0.021297,0.0438428,0.005254817,0.031511667,0.003574134,35.63109
1574275090,0.403111584,0.00355005,0.021297,0.0435504,0.005682733,0.031736133,0.00355695,35.63109
1574275091,0.402135312,0.00355005,0.021279825,0.0435332,0.005271933,0.0317016,0.00355695,35.63109
1574275092,0.399206496,0.0035329,0.021245475,0.0434988,0.005271933,0.031684333,0.003539766,35.63109
1574275093,0.398176973,0.0035672,0.021211125,0.0436192,0.005254817,0.031459867,0.003574134,35.63109
1574275094,0.359765107,0.0034986,0.021176775,0.0434644,0.005271933,0.031598,0.0035054,35.63109
1574275095,0.319116691,0.00344715,0.0211596,0.04343,0.005682733,0.0317534,0.00345385,35.63109
1574275096,0.319134442,0.0033957,0.021211125,0.0433956,0.005306167,0.031822467,0.0034023,35.63109
1574275097,0.317661159,0.0032242,0.02126265,0.0433784,0.00528905,0.031770667,0.003230466,35.63109
